name,path,languages,project_types,commercial_classes,sell_as,overall_score,completion,market_fit,packaging,exposure,hours_remaining,expected_price,annual_revenue,recurring_revenue,competition,recommendation,missing,summary
discord-access,/Users/steven/.agent-skills/skills/discord-access,Markdown,Claude Skill,,"Consulting, License, Skill Pack, Template",17.9,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: manage discord channel access — approve pairings, edit allowlists, set dm/group policy. use when the user asks to pair, approve someone, check who's allowed, or change policy for the discord channel."
eza-nav,/Users/steven/.agent-skills/skills/eza-nav,Markdown,Claude Skill,,"Consulting, License, Skill Pack, Template",17.9,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: enhanced file system navigation and directory listing using eza. use for detailed views, tree structures, and git-aware navigation of your workspace."
git-ai-assistant,/Users/steven/.agent-skills/skills/git-ai-assistant,Markdown,Claude Skill,,"Consulting, License, Skill Pack, Template",17.9,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: git-ai-assistant
imessage-access,/Users/steven/.agent-skills/skills/imessage-access,Markdown,Claude Skill,,"Consulting, License, Skill Pack, Template",17.9,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: imessage-access
obsidian,/Users/steven/.agent-skills/skills/note-taking/obsidian,Markdown,Claude Skill,,"Consulting, License, Skill Pack, Template",17.9,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: read, search, create, and edit notes in the obsidian vault."
self-improvement,/Users/steven/.agent-skills/skills/self-improvement,Markdown,Claude Skill,,"Consulting, License, Skill Pack, Template",17.9,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: self-improvement
code-formatter-converted,/Users/steven/.agent-skills/skills/skill-porter-examples/before-after/code-formatter-converted,Markdown,Claude Skill,,"Consulting, License, Skill Pack, Template",17.9,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",code-formatter-converted
output-skill,/Users/steven/.agent-skills/skills/taste-skill/skills/output-skill,Markdown,Claude Skill,,"Consulting, License, Skill Pack, Template",17.9,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: full-output-enforcement
telegram-access,/Users/steven/.agent-skills/skills/telegram-access,Markdown,Claude Skill,,"Consulting, License, Skill Pack, Template",17.9,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: telegram-access
research,/Users/steven/.agent-skills/skills/taste-skill/research,Markdown,,,"Consulting, License",15.8,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",background research that informed the skills in this project. each topic gets its own subfolder.
